Nome,Cargo,Tipo Cargo,CPF,Sobrenome,Cod_IBGE,Nepotismo
Samuel Carballo,Assistente ,Indicado,757.463.567-60, Carballo,29,Não
Samuel Cyrne,Assistente ,Indicado,558.111.764-06, Cyrne,23,Não
Samuel Menna,Assistente ,Indicado,344.803.680-35, Menna,53,Não
Samuel Peralta,Assistente ,Indicado,019.316.021-82, Peralta,32,Não
Samuel Peçanha,Assistente ,Indicado,652.565.594-35, Peçanha,52,Não
Samuel Sosa,Assistente ,Indicado,519.883.305-30, Sosa,21,Não
Sancha Camacho,Assistente ,Indicado,807.946.826-50, Camacho,50,Não
Sancha Carvalheiro,Assistente ,Indicado,570.673.807-66, Carvalheiro,31,Não
Sancha Espírito Santo,Assistente ,Indicado,641.014.698-14, Santo,15,Não
Sancha Hernández,Assistente ,Indicado,188.239.014-80, Hernández,25,Não
Sancha Louzada,Assistente ,Indicado,705.928.032-44, Louzada,41,Não
Sancha Noguera,Assistente ,Indicado,612.600.580-50, Noguera,26,Não
Sancha Norões,Assistente ,Indicado,294.567.395-97, Norões,22,Não
Sancha Peseiro,Assistente ,Indicado,410.377.411-88, Peseiro,33,Não
Sancha Peçanha,Assistente ,Indicado,884.212.176-23, Peçanha,24,Não
Sancha Quintero,Assistente ,Indicado,644.117.171-66, Quintero,43,Não
Sancha Soeiro,Assistente ,Indicado,606.627.903-32, Soeiro,11,Não
Sancha Vilariça,Assistente ,Indicado,571.878.711-55, Vilariça,14,Não
Sancho Anlicoara,Assistente ,Indicado,884.457.724-06, Anlicoara,42,Não
Sancho Belchiorinho,Assistente ,Indicado,299.596.706-94, Belchiorinho,35,Não
Sancho Castellano,Assistente ,Indicado,144.161.987-95, Castellano,28,Não
Sancho Jaguariúna,Assistente ,Indicado,923.891.757-40, Jaguariúna,12,Não
Sancho Nieto,Assistente ,Indicado,854.003.188-43, Nieto,16,Não
Sancho Pari,Assistente ,Indicado,001.102.804-15, Pari,13,Não
Sancho Serpa,Assistente ,Indicado,940.502.698-48, Serpa,29,Não
Sandoval Alencar,Assistente ,Indicado,928.291.690-18, Alencar,23,Não
Sandoval Cachoeira,Assistente ,Indicado,558.384.628-33, Cachoeira,53,Não
Sandoval CastelBranco,Assistente ,Indicado,525.047.455-16, CastelBranco,32,Não
Sandoval Cayado,Assistente ,Indicado,070.163.451-06, Cayado,52,Não
Sandoval Damazio,Assistente ,Indicado,474.085.638-73, Damazio,21,Não
Sandoval Diniz,Assistente ,Indicado,632.363.999-88, Diniz,51,Não
Sandoval Landim,Assistente ,Indicado,667.288.548-00, Landim,50,Não
Sandoval Lemos,Assistente ,Indicado,596.689.763-80, Lemos,31,Não
Sandoval Macieira,Assistente ,Indicado,048.133.445-93, Macieira,15,Não
Sandoval Melgaço,Assistente ,Indicado,208.620.622-41, Melgaço,41,Não
Sandoval Osorio,Assistente ,Indicado,639.910.376-29, Osorio,26,Não
Sandoval Siqueira,Assistente ,Indicado,601.975.230-56, Siqueira,22,Não
Sandoval Vieyra,Assistente ,Indicado,286.470.725-02, Vieyra,33,Não
Sandra Beltrán,Assistente ,Indicado,901.280.331-42, Beltrán,24,Não
Sandra Cabeza de Vaca,Assistente ,Indicado,589.048.582-24, Vaca,43,Não
Sandra Camillo,Assistente ,Indicado,116.932.356-17, Camillo,11,Não
Sandra Carrilho,Assistente ,Indicado,585.983.380-60, Carrilho,14,Não
Sandra Cisneros,Assistente ,Indicado,401.998.565-08, Cisneros,42,Não
Sandra Conceição,Assistente ,Indicado,017.590.144-94, Conceição,35,Não
Sandra Guimarães,Assistente ,Indicado,510.253.838-18, Guimarães,28,Não
Sandra Holanda,Assistente ,Indicado,923.098.887-10, Holanda,41,Não
Sandra Jaguaribe,Assistente ,Indicado,433.094.012-43, Jaguaribe,12,Não
Sandra Lameirinhas,Assistente ,Indicado,504.233.411-46, Lameirinhas,27,Não
Sandra Mesquita,Assistente ,Indicado,841.646.722-69, Mesquita,16,Não
Sandra Perdigão,Assistente ,Indicado,171.148.260-95, Perdigão,13,Não
Sandra Rosmaninho,Assistente ,Indicado,552.977.328-16, Rosmaninho,29,Não
Sandro Braga,Assistente ,Indicado,739.803.948-40, Braga,53,Não
Sandro Brião,Assistente ,Indicado,296.795.677-53, Brião,32,Não
Sandro Jatobá,Assistente ,Indicado,276.493.498-02, Jatobá,52,Não
Sandro Linares,Assistente ,Indicado,481.743.588-70, Linares,21,Não
Sandro Lustosa,Assistente ,Indicado,338.119.805-05, Lustosa,51,Não
Sandro Paz,Assistente ,Indicado,495.070.511-39, Paz,50,Não
Sandro Rocha,Assistente ,Indicado,084.665.035-52, Rocha,31,Não
Sandro Valadão,Assistente ,Indicado,222.174.590-66, Valadão,15,Não
Sandro Valim,Assistente ,Indicado,882.128.031-47, Valim,25,Não
Sandro Verissimo,Assistente ,Indicado,553.700.969-29, Verissimo,41,Não
Sandro Vilas Boas,Assistente ,Indicado,567.853.195-60, Boas,26,Não
Santiago Aldea,Assistente ,Indicado,555.362.430-47, Aldea,22,Não
Santiago Bulhões,Assistente ,Indicado,147.117.395-05, Bulhões,33,Não
Santiago Carneiro,Assistente ,Indicado,806.131.501-71, Carneiro,24,Não
Santiago Castella,Assistente ,Indicado,918.775.602-19, Castella,43,Não
Santiago Cirne,Assistente ,Indicado,049.469.947-77, Cirne,11,Não
Santiago Correia,Assistente ,Indicado,661.587.377-04, Correia,14,Não
Santiago Dinis,Assistente ,Indicado,650.424.784-69, Dinis,42,Não
Santiago Remígio,Assistente ,Indicado,483.706.558-90, Remígio,35,Não
Santiago Vianna,Assistente ,Indicado,069.365.772-37, Vianna,28,Não
Santiago Villena,Assistente ,Indicado,107.041.680-06, Villena,41,Não
Sara Beltrán,Assistente ,Indicado,991.765.669-35, Beltrán,12,Não
Sara Camillo,Assistente ,Indicado,529.150.663-61, Camillo,27,Não
Sara Carrilho,Assistente ,Indicado,180.790.442-36, Carrilho,16,Não
Sara Cortez,Assistente ,Indicado,295.272.871-20, Cortez,29,Não
Sara Fiães,Assistente ,Indicado,921.939.683-14, Fiães,23,Não
Sara Gameiro,Assistente ,Indicado,652.138.587-91, Gameiro,53,Não
Sara Malta,Assistente ,Indicado,545.867.412-01, Malta,32,Não
Sara Prado,Assistente ,Indicado,742.819.044-41, Prado,52,Não
Sara Rosmaninho,Assistente ,Indicado,504.401.093-61, Rosmaninho,21,Não
Sarita Benavides,Assistente ,Indicado,625.316.368-03, Benavides,51,Não
Sarita Braga,Assistente ,Indicado,726.115.975-10, Braga,50,Não
Sarita Cabeça de Vaca,Assistente ,Indicado,192.990.323-51, Vaca,31,Não
Sarita Casado,Assistente ,Indicado,288.003.955-03, Casado,15,Não
Sarita Feitosa,Assistente ,Indicado,492.872.157-82, Feitosa,25,Não
Sarita Fidalgo,Assistente ,Indicado,849.757.193-20, Fidalgo,41,Não
Sarita Marroquim,Assistente ,Indicado,948.840.883-95, Marroquim,26,Não
Sarita Pais,Assistente ,Indicado,897.819.548-25, Pais,22,Não
Sarita Rebouças,Assistente ,Indicado,181.624.567-40, Rebouças,33,Não
Sarita Semedo,Assistente ,Indicado,704.800.582-37, Semedo,43,Não
Sarita Telles,Assistente ,Indicado,064.303.127-80, Telles,11,Não
Saul Bethancout,Assistente ,Indicado,880.133.481-80, Bethancout,14,Não
Saul Bulhão,Assistente ,Indicado,039.583.184-95, Bulhão,42,Não
Saul Campelo,Assistente ,Indicado,018.751.586-77, Campelo,35,Não
Saul Canto,Assistente ,Indicado,990.493.276-05, Canto,28,Não
Saul Dornelles,Assistente ,Indicado,826.074.265-96, Dornelles,41,Não
Saul Larangeira,Assistente ,Indicado,058.074.880-40, Larangeira,12,Não
Saul Mendoça,Assistente ,Indicado,491.075.275-78, Mendoça,27,Não
Saul Mourinho,Assistente ,Indicado,353.878.361-65, Mourinho,16,Não
Saul Patrício,Assistente ,Indicado,625.988.611-08, Patrício,13,Não
Saul Piragibe,Assistente ,Indicado,372.150.659-60, Piragibe,29,Não
Saul Rabello,Assistente ,Indicado,322.313.889-79, Rabello,23,Não
Saul Taborda,Assistente ,Indicado,184.420.960-19, Taborda,53,Não
Sebastiana Aranha,Assistente ,Indicado,282.326.129-08, Aranha,32,Não
Sebastiana Belchiorinho,Assistente ,Indicado,943.253.571-14, Belchiorinho,52,Não
Sebastiana Canário,Assistente ,Indicado,224.906.089-40, Canário,21,Não
Sebastiana Cerqueira,Assistente ,Indicado,057.794.661-73, Cerqueira,51,Não
Sebastiana Dorneles,Assistente ,Indicado,376.623.782-92, Dorneles,50,Não
Sebastiana Fuentes,Assistente ,Indicado,296.529.189-03, Fuentes,31,Não
Sebastiana Furtado,Assistente ,Indicado,583.208.685-64, Furtado,15,Não
Sebastiana Galván,Assistente ,Indicado,937.093.613-03, Galván,25,Não
Sebastiana Medina,Assistente ,Indicado,279.419.333-30, Medina,41,Não
Sebastiana Palmeira,Assistente ,Indicado,794.140.007-39, Palmeira,26,Não
Sebastiana Raminhos,Assistente ,Indicado,809.145.363-97, Raminhos,22,Não
Sebastiana Souto,Assistente ,Indicado,580.461.567-01, Souto,33,Não
Sebastiana Tamoio,Assistente ,Indicado,989.220.074-86, Tamoio,24,Não
Sebastiana Teves,Assistente ,Indicado,805.714.321-58, Teves,43,Não
Sebastiana VilasBoas,Assistente ,Indicado,003.417.130-40, VilasBoas,11,Não
Sebastiana Villaça,Assistente ,Indicado,244.181.051-07, Villaça,14,Não
Sebastião Braga,Assistente ,Indicado,792.050.817-79, Braga,42,Não
Sebastião Costa,Assistente ,Indicado,804.658.678-12, Costa,35,Não
Sebastião Covelhã,Assistente ,Indicado,282.287.640-14, Covelhã,28,Não
Sebastião Faustino,Assistente ,Indicado,414.856.933-57, Faustino,41,Não
Sebastião Faustino,Assistente ,Indicado,423.058.337-09, Faustino,12,Não
Sebastião Leal,Assistente ,Indicado,044.694.056-98, Leal,27,Não
Sebastião Montero,Assistente ,Indicado,643.461.518-33, Montero,16,Não
Sebastião Oliveira,Assistente ,Indicado,705.911.170-02, Oliveira,29,Não
Sebastião Patrício,Assistente ,Indicado,653.351.681-70, Patrício,23,Não
Sebastião Portela,Assistente ,Indicado,033.091.070-19, Portela,53,Não
Sebastião Valente,Assistente ,Indicado,693.841.278-25, Valente,32,Não
Selma Acuña,Assistente ,Indicado,600.767.744-30, Acuña,52,Não
Selma Bragança,Assistente ,Indicado,696.576.380-97, Bragança,21,Não
Selma Caballero,Assistente ,Indicado,828.172.240-19, Caballero,51,Não
Selma Casquero,Assistente ,Indicado,666.940.465-45, Casquero,50,Não
Selma Pino,Assistente ,Indicado,714.791.932-75, Pino,15,Não
Selma Travassos,Assistente ,Indicado,386.195.418-46, Travassos,25,Não
Selma Verissimo,Assistente ,Indicado,301.526.866-06, Verissimo,41,Não
Selma Verissimo,Assistente ,Indicado,941.118.507-07, Verissimo,26,Não
Selma Vilar,Assistente ,Indicado,976.193.176-51, Vilar,22,Não
Selma Vilas Boas,Assistente ,Indicado,441.054.127-79, Boas,33,Não
Serafim Acuña,Assistente ,Indicado,783.353.097-28, Acuña,24,Não
Serafim Chagas,Assistente ,Indicado,843.797.106-37, Chagas,43,Não
Serafim Ferreyra,Assistente ,Indicado,530.877.341-60, Ferreyra,11,Não
Serafim Guimaraens,Assistente ,Indicado,009.223.618-94, Guimaraens,14,Não
Serafim Nascimento,Assistente ,Indicado,640.941.448-03, Nascimento,42,Não
Serafim Pirassununga,Assistente ,Indicado,599.764.284-48, Pirassununga,35,Não
Serafim Resende,Assistente ,Indicado,180.711.720-06, Resende,28,Não
Serafim Teodoro,Assistente ,Indicado,693.622.491-11, Teodoro,41,Não
Serafim Valiente,Assistente ,Indicado,851.936.758-59, Valiente,12,Não
Serafina Amaro,Assistente ,Indicado,511.207.232-64, Amaro,27,Não
Serafina Avelar,Assistente ,Indicado,530.027.557-37, Avelar,16,Não
Serafina Carromeu,Assistente ,Indicado,731.972.504-51, Carromeu,13,Não
Serafina Chaves,Assistente ,Indicado,583.720.041-02, Chaves,29,Não
Serafina Leite,Assistente ,Indicado,501.543.925-37, Leite,23,Não
Serafina Leme,Assistente ,Indicado,416.611.464-65, Leme,53,Não
Serafina Peçanha,Assistente ,Indicado,589.426.059-07, Peçanha,32,Não
Serafina Rosa,Assistente ,Indicado,788.827.000-03, Rosa,52,Não
Severino Areosa,Assistente ,Indicado,744.020.552-96, Areosa,21,Não
Severino Avelar,Assistente ,Indicado,883.439.233-75, Avelar,50,Não
Severino Becerril,Assistente ,Indicado,108.253.596-60, Becerril,31,Não
Severino Cabrera,Assistente ,Indicado,940.333.841-54, Cabrera,15,Não
Severino Feitosa,Assistente ,Indicado,637.230.494-51, Feitosa,25,Não
Severino Gómez,Assistente ,Indicado,718.687.081-36, Gómez,41,Não
Severino Lobo,Assistente ,Indicado,044.605.776-23, Lobo,26,Não
Severino Macieira,Assistente ,Indicado,555.027.927-49, Macieira,22,Não
Severino Moniz,Assistente ,Indicado,396.018.250-37, Moniz,33,Não
Severino Oliveira,Assistente ,Indicado,302.178.587-59, Oliveira,24,Não
Severino Reino,Assistente ,Indicado,450.709.218-35, Reino,43,Não
Severino Xavier,Assistente ,Indicado,294.670.849-70, Xavier,11,Não
Sidónio Alves,Assistente ,Indicado,504.955.857-34, Alves,14,Não
Sidónio Barreiro,Assistente ,Indicado,267.784.387-03, Barreiro,42,Não
Sidónio Becerril,Assistente ,Indicado,744.199.549-30, Becerril,35,Não
Sidónio Cerveira,Assistente ,Indicado,935.573.876-58, Cerveira,28,Não
Sidónio Cezar,Assistente ,Indicado,267.541.273-25, Cezar,41,Não
Sidónio Jardim,Assistente ,Indicado,665.008.196-59, Jardim,12,Não
Sidónio Laranjeira,Assistente ,Indicado,632.629.401-00, Laranjeira,27,Não
Sidónio Malheiro,Assistente ,Indicado,739.718.883-48, Malheiro,16,Não
Sidónio Marrero,Assistente ,Indicado,319.861.740-50, Marrero,13,Não
Sidónio Ornellas,Assistente ,Indicado,647.266.276-27, Ornellas,29,Não
Sidónio Verguero,Assistente ,Indicado,939.034.766-17, Verguero,23,Não
Sidónio Vides,Assistente ,Indicado,435.738.229-75, Vides,53,Não
Sidônio  Albernaz,Assistente ,Indicado,242.829.469-54, Albernaz,32,Não
Sidônio  Barrios,Assistente ,Indicado,124.633.549-25, Barrios,52,Não
Sidônio  Batista,Assistente ,Indicado,570.551.409-35, Batista,21,Não
Sidônio  Diegues,Assistente ,Indicado,138.142.161-05, Diegues,51,Não
Sidônio  Dinis,Assistente ,Indicado,324.366.900-65, Dinis,50,Não
Sidônio  Marcondes,Assistente ,Indicado,281.463.958-72, Marcondes,31,Não
Sidônio  Motta,Assistente ,Indicado,498.428.947-38, Motta,25,Não
Sidônio  Viégas,Assistente ,Indicado,115.215.098-75, Viégas,41,Não
Silvana Alancastre,Assistente ,Indicado,225.388.134-17, Alancastre,26,Não
Silvana Amaro,Assistente ,Indicado,557.005.399-93, Amaro,22,Não
Silvana Fidalgo,Assistente ,Indicado,968.777.032-51, Fidalgo,33,Não
Silvana Loureiro,Assistente ,Indicado,572.133.271-94, Loureiro,24,Não
Silvana Meireles,Assistente ,Indicado,223.716.886-57, Meireles,43,Não
Silvana Novais,Assistente ,Indicado,818.661.431-15, Novais,11,Não
Silvana Quintão,Assistente ,Indicado,655.266.514-87, Quintão,14,Não
Silvano Belmonte,Assistente ,Indicado,229.807.095-49, Belmonte,42,Não
Silvano Bogalho,Assistente ,Indicado,169.390.983-99, Bogalho,35,Não
Silvano Curado,Assistente ,Indicado,226.238.370-74, Curado,28,Não
Silvano Horta,Assistente ,Indicado,534.710.150-43, Horta,41,Não
Silvano Jardim,Assistente ,Indicado,748.774.311-01, Jardim,12,Não
Silvano León,Assistente ,Indicado,807.219.876-99, León,27,Não
Silvano Lopes,Assistente ,Indicado,177.212.393-54, Lopes,16,Não
Silvano Macedo,Assistente ,Indicado,171.418.983-01, Macedo,13,Não
Silvano Neto,Assistente ,Indicado,340.721.092-23, Neto,29,Não
Silvano Paiva,Assistente ,Indicado,877.068.041-86, Paiva,23,Não
Silvano Regalado,Assistente ,Indicado,129.766.713-11, Regalado,53,Não
Silvano Rosário,Assistente ,Indicado,818.622.315-08, Rosário,32,Não
Silvano Ruela,Assistente ,Indicado,317.148.712-82, Ruela,52,Não
Silvano Salguero,Assistente ,Indicado,967.933.459-74, Salguero,21,Não
Silvano Salguero,Assistente ,Indicado,007.589.163-88, Salguero,51,Não
Silvano Sant Anna,Assistente ,Indicado,456.295.995-93, Anna,50,Não
Silvano Sintra,Assistente ,Indicado,143.673.847-48, Sintra,31,Não
Silvano Villaverde,Assistente ,Indicado,313.950.312-15, Villaverde,15,Não
Silvano Álvaro,Assistente ,Indicado,987.079.657-53, Álvaro,41,Não
Silvério Aranha,Assistente ,Indicado,511.701.954-74, Aranha,26,Não
Silvério Araújo,Assistente ,Indicado,702.183.209-57, Araújo,22,Não
Silvério Assumpção,Assistente ,Indicado,606.710.246-39, Assumpção,33,Não
Silvério Barreiro,Assistente ,Indicado,400.350.720-75, Barreiro,24,Não
Silvério Barreto,Assistente ,Indicado,981.908.525-07, Barreto,43,Não
Silvério Batista,Assistente ,Indicado,182.031.949-07, Batista,11,Não
Silvério Bessa,Assistente ,Indicado,583.915.528-45, Bessa,14,Não
Silvério Braz,Assistente ,Indicado,106.918.955-38, Braz,42,Não
Silvério Guará,Assistente ,Indicado,447.466.276-81, Guará,35,Não
Silvério Jesus,Assistente ,Indicado,245.419.571-24, Jesus,28,Não
Silvério Mendoça,Assistente ,Indicado,469.128.312-90, Mendoça,41,Não
Silvério Mont Alverne,Assistente ,Indicado,944.596.625-23, Alverne,12,Não
Silvério Ruela,Assistente ,Indicado,955.351.589-41, Ruela,27,Não
Silvério Veríssimo,Assistente ,Indicado,911.680.959-99, Veríssimo,16,Não
Silvério Vidal,Assistente ,Indicado,799.039.359-00, Vidal,13,Não
Simeão Barros,Assistente ,Indicado,805.584.209-40, Barros,29,Não
Simeão Barroso,Assistente ,Indicado,424.322.732-22, Barroso,23,Não
Simeão Jatobá,Assistente ,Indicado,373.451.223-95, Jatobá,53,Não
Simeão Lampreia,Assistente ,Indicado,627.000.115-38, Lampreia,32,Não
Simeão Leme,Assistente ,Indicado,712.625.932-80, Leme,52,Não
Simeão Osorio,Assistente ,Indicado,344.781.955-36, Osorio,21,Não
Simeão Paes,Assistente ,Indicado,936.936.520-66, Paes,51,Não
Simeão Ramalho,Assistente ,Indicado,734.733.960-01, Ramalho,50,Não
Simeão Resende,Assistente ,Indicado,276.538.619-62, Resende,31,Não
Simeão Rios,Assistente ,Indicado,482.132.422-97, Rios,15,Não
Simeão Vaz,Assistente ,Indicado,286.550.443-34, Vaz,25,Não
Simone Alancastre,Assistente ,Indicado,919.665.286-12, Alancastre,41,Não
Simone Areosa,Assistente ,Indicado,609.129.719-83, Areosa,26,Não
Simone Bernárdez,Assistente ,Indicado,024.014.658-12, Bernárdez,22,Não
Simone Bocaiúva,Assistente ,Indicado,791.964.389-91, Bocaiúva,33,Não
Simone Conde,Assistente ,Indicado,450.472.999-70, Conde,24,Não
Simone Delgado,Assistente ,Indicado,881.767.758-27, Delgado,43,Não
Simone Estrella,Assistente ,Indicado,035.192.140-08, Estrella,11,Não
Simone Infante,Assistente ,Indicado,458.861.022-80, Infante,14,Não
Simone Mora,Assistente ,Indicado,971.076.507-85, Mora,42,Não
Simone Sequeira,Assistente ,Indicado,276.890.666-23, Sequeira,35,Não
Simone Silveira,Assistente ,Indicado,303.929.983-27, Silveira,41,Não
Simone Ulhoa,Assistente ,Indicado,078.063.736-40, Ulhoa,12,Não
Simone Valente,Assistente ,Indicado,501.740.362-05, Valente,27,Não
Simão Aquino,Assistente ,Indicado,159.120.022-92, Aquino,16,Não
Simão Castelhano,Assistente ,Indicado,863.308.787-14, Castelhano,13,Não
Simão Diniz,Assistente ,Indicado,263.799.685-47, Diniz,29,Não
Simão Fiestas,Assistente ,Indicado,102.752.799-01, Fiestas,23,Não
Simão Graça,Assistente ,Indicado,425.710.713-86, Graça,53,Não
Simão Mederos,Assistente ,Indicado,279.508.696-40, Mederos,32,Não
Simão Novais,Assistente ,Indicado,157.099.108-13, Novais,52,Não
Simão Outeiro,Assistente ,Indicado,088.187.749-21, Outeiro,21,Não
Simão Paiva,Assistente ,Indicado,478.216.858-60, Paiva,51,Não
Simão Taveira,Assistente ,Indicado,534.554.493-01, Taveira,50,Não
Simão Varela,Assistente ,Indicado,426.252.013-71, Varela,31,Não
Siquenique Aleixo,Assistente ,Indicado,808.542.210-77, Aleixo,15,Não
Siquenique Caniça,Assistente ,Indicado,197.897.886-30, Caniça,25,Não
Siquenique Falcão,Assistente ,Indicado,353.797.781-60, Falcão,41,Não
Siquenique Faria,Assistente ,Indicado,495.301.389-11, Faria,26,Não
Siquenique Figueiredo,Assistente ,Indicado,255.778.475-32, Figueiredo,22,Não
Siquenique Jordão,Assistente ,Indicado,206.888.450-02, Jordão,33,Não
Siquenique Muñiz,Assistente ,Indicado,828.700.998-78, Muñiz,24,Não
Siquenique Queiroga,Assistente ,Indicado,314.681.736-50, Queiroga,43,Não
Siquenique Rangel,Assistente ,Indicado,724.791.555-28, Rangel,11,Não
Siquenique Reyes,Assistente ,Indicado,173.686.080-14, Reyes,14,Não
Siquenique Salgueiro,Assistente ,Indicado,638.261.584-66, Salgueiro,42,Não
Siquenique Álvaro,Assistente ,Indicado,073.171.966-22, Álvaro,35,Não
Socorro Camilo,Assistente ,Indicado,881.463.275-83, Camilo,28,Não
Socorro Freyria,Assistente ,Indicado,205.505.587-99, Freyria,41,Não
Socorro Hernández,Assistente ,Indicado,087.988.868-78, Hernández,12,Não
Socorro Marino,Assistente ,Indicado,851.039.202-12, Marino,27,Não
Socorro Passos,Assistente ,Indicado,877.283.869-80, Passos,16,Não
Socorro Santiago,Assistente ,Indicado,040.747.744-61, Santiago,13,Não
Socorro Silva,Assistente ,Indicado,304.601.435-06, Silva,29,Não
Soeiro Alves,Assistente ,Indicado,387.366.658-86, Alves,53,Não
Soeiro Baranda,Assistente ,Indicado,945.272.156-12, Baranda,32,Não
Soeiro Cabeça de Vaca,Assistente ,Indicado,766.776.451-42, Vaca,52,Não
Soeiro Carvalhosa,Assistente ,Indicado,851.488.145-00, Carvalhosa,21,Não
Soeiro Cezar,Assistente ,Indicado,300.870.635-57, Cezar,51,Não
Soeiro Felgueiras,Assistente ,Indicado,049.392.218-06, Felgueiras,50,Não
Soeiro Festas,Assistente ,Indicado,865.271.857-15, Festas,31,Não
Soeiro Malafaia,Assistente ,Indicado,481.271.168-15, Malafaia,15,Não
Soeiro Rodríguez,Assistente ,Indicado,133.562.342-69, Rodríguez,25,Não
Soeiro Severiano,Assistente ,Indicado,503.733.290-75, Severiano,41,Não
Soeiro Tévez,Assistente ,Indicado,305.620.184-50, Tévez,26,Não
Sofia Bairros,Assistente ,Indicado,926.882.716-60, Bairros,33,Não
Sofia Figueira,Assistente ,Indicado,199.275.177-34, Figueira,24,Não
Sofia Monte,Assistente ,Indicado,402.587.920-43, Monte,43,Não
Sofia Quintanilha,Assistente ,Indicado,196.982.960-50, Quintanilha,11,Não
Sofia Rebouças,Assistente ,Indicado,281.557.588-42, Rebouças,14,Não
Sofia Sarabia,Assistente ,Indicado,917.872.568-20, Sarabia,42,Não
Sofia Viana,Assistente ,Indicado,549.295.950-61, Viana,35,Não
Solange Enríquez,Assistente ,Indicado,405.526.731-29, Enríquez,28,Não
Solange Gois,Assistente ,Indicado,012.265.627-01, Gois,41,Não
Solange Isla,Assistente ,Indicado,063.183.570-92, Isla,12,Não
Solange Paiacã,Assistente ,Indicado,135.561.463-55, Paiacã,27,Não
Solange Póvoas,Assistente ,Indicado,966.580.950-43, Póvoas,16,Não
Solange Robalinho,Assistente ,Indicado,917.693.980-40, Robalinho,13,Não
Solange Sabala,Assistente ,Indicado,601.664.415-38, Sabala,29,Não
Solano Bulhões,Assistente ,Indicado,719.166.164-02, Bulhões,23,Não
Solano Caeira,Assistente ,Indicado,087.124.362-83, Caeira,53,Não
Solano Caetano,Assistente ,Indicado,028.371.514-67, Caetano,32,Não
Solano Louzada,Assistente ,Indicado,710.045.842-02, Louzada,52,Não
Solano Mora,Assistente ,Indicado,541.115.444-87, Mora,21,Não
Solano Mota,Assistente ,Indicado,312.361.120-59, Mota,51,Não
Solano Pêcego,Assistente ,Indicado,841.573.466-29, Pêcego,50,Não
Solano Robalo,Assistente ,Indicado,119.467.756-81, Robalo,31,Não
Sonás Braz,Assistente ,Indicado,698.606.353-90, Braz,15,Não
Sonás Bugallo,Assistente ,Indicado,257.533.808-59, Bugallo,25,Não
Sonás Carvalheiro,Assistente ,Indicado,237.106.070-43, Carvalheiro,41,Não
Sonás Castillo,Assistente ,Indicado,721.544.559-30, Castillo,26,Não
Sonás Frade,Assistente ,Indicado,567.362.243-06, Frade,22,Não
Sonás Lobato,Assistente ,Indicado,983.442.621-60, Lobato,33,Não
Sonás Lustosa,Assistente ,Indicado,834.055.587-19, Lustosa,24,Não
Sonás Muñiz,Assistente ,Indicado,426.808.883-08, Muñiz,43,Não
Sonás Negrão,Assistente ,Indicado,092.130.654-77, Negrão,11,Não
Sonás Nolasco,Assistente ,Indicado,533.184.988-15, Nolasco,14,Não
Sonás Quintanilha,Assistente ,Indicado,103.355.407-32, Quintanilha,42,Não
Sonás Ribeiro,Assistente ,Indicado,914.780.694-06, Ribeiro,35,Não
Sonás Serralheiro,Assistente ,Indicado,611.399.315-98, Serralheiro,28,Não
Soraia Bulhosa,Assistente ,Indicado,489.968.697-83, Bulhosa,41,Não
Soraia Carreira,Assistente ,Indicado,305.208.761-48, Carreira,12,Não
Soraia Faro,Assistente ,Indicado,938.937.028-06, Faro,27,Não
Soraia Sucupira,Assistente ,Indicado,454.788.075-16, Sucupira,16,Não
Suniário Beltrão,Assistente ,Indicado,255.421.224-42, Beltrão,29,Não
Suniário Butantã,Assistente ,Indicado,168.908.148-19, Butantã,23,Não
Suniário Castanheira,Assistente ,Indicado,524.241.946-61, Castanheira,53,Não
Suniário Cayubi,Assistente ,Indicado,009.850.937-30, Cayubi,32,Não
Suniário Estrela,Assistente ,Indicado,766.702.458-82, Estrela,52,Não
Suniário Felgueiras,Assistente ,Indicado,001.434.827-69, Felgueiras,21,Não
Suniário Gravato,Assistente ,Indicado,557.615.895-40, Gravato,51,Não
Suniário Montenegro,Assistente ,Indicado,080.806.538-60, Montenegro,50,Não
Suniário Pacheco,Assistente ,Indicado,507.355.711-55, Pacheco,31,Não
Suniário Picanço,Assistente ,Indicado,993.090.251-15, Picanço,15,Não
Suniário Vides,Assistente ,Indicado,176.767.452-09, Vides,25,Não
Susana Aguiar,Assistente ,Indicado,090.143.964-90, Aguiar,41,Não
Susana Balladares,Assistente ,Indicado,502.482.582-90, Balladares,26,Não
Susana Barros,Assistente ,Indicado,595.226.146-96, Barros,22,Não
Susana Braga,Assistente ,Indicado,725.934.860-74, Braga,33,Não
Susana Carvalhoso,Assistente ,Indicado,720.767.165-21, Carvalhoso,24,Não
Susana Felgueira,Assistente ,Indicado,382.522.831-28, Felgueira,43,Não
Susana Figueroa,Assistente ,Indicado,370.021.735-88, Figueroa,11,Não
Susana Homem,Assistente ,Indicado,743.802.228-53, Homem,14,Não
Susana Maia,Assistente ,Indicado,161.539.555-50, Maia,42,Não
Susana Mascarenhas,Assistente ,Indicado,982.449.483-96, Mascarenhas,35,Não
Susana Mourinho,Assistente ,Indicado,512.786.617-00, Mourinho,28,Não
Susana Rebimbas,Assistente ,Indicado,713.750.587-20, Rebimbas,41,Não
Susana Villaverde,Assistente ,Indicado,142.293.479-95, Villaverde,12,Não
Sérgio Asunción,Assistente ,Indicado,439.457.002-64, Asunción,27,Não
