Nome,Cargo,Tipo Cargo,CPF,Cidade,Sobrenome,Cod_IBGE
Arminda Medeiros,Juiz,Concursado,489.507.819-13,Porto Velho, Medeiros,11
Arminda Melo,Juiz,Concursado,844.992.444-80,Boa Vista, Melo,14
Arminda Ourique,Juiz,Concursado,076.793.500-43,Florianópolis, Ourique,42
Arminda Simões,Juiz,Concursado,639.887.214-25,São Paulo, Simões,35
Arminda Tévez,Juiz,Concursado,845.936.809-21,Aracaju, Tévez,28
Arminda Vicario,Juiz,Concursado,601.493.929-66,Palmas, Vicario,41
Arminda Vilarim,Juiz,Concursado,925.389.295-12,Rio Branco, Vilarim,12
Armindo Areosa,Juiz,Concursado,936.876.309-78,Maceió, Areosa,27
Armindo Azenha,Juiz,Concursado,719.412.409-25,Macapá, Azenha,16
Armindo Belmonte,Juiz,Concursado,915.955.823-71,Manaus, Belmonte,13
Armindo Caldera,Juiz,Concursado,890.077.563-46,Salvador, Caldera,29
Armindo Caniça,Juiz,Concursado,267.404.022-05,Fortaleza, Caniça,23
Armindo Coelho,Juiz,Concursado,395.220.799-36,Brasília, Coelho,53
Armindo Queiroz,Juiz,Concursado,000.814.224-66,Vitória, Queiroz,32
Armindo Quental,Juiz,Concursado,405.508.649-03,Goiânia, Quental,52
Armindo Vasques,Juiz,Concursado,629.156.880-28,São Luís, Vasques,21
Armindo Vaz,Juiz,Concursado,768.731.266-08,Cuiabá, Vaz,51
Arnaldo Braz,Juiz,Concursado,603.292.038-00,Campo Grande, Braz,50
Arnaldo Coelho,Juiz,Concursado,841.868.160-85,Belo Horizonte, Coelho,31
Arnaldo Figueiredo,Juiz,Concursado,723.901.988-80,Belém, Figueiredo,15
Arnaldo Fragoso,Juiz,Concursado,691.599.497-16,João Pessoa, Fragoso,25
Arnaldo García,Juiz,Concursado,379.803.134-70,Curitiba, García,41
Arnaldo Gouvêa,Juiz,Concursado,093.550.302-15,Recife, Gouvêa,26
Arnaldo Horta,Juiz,Concursado,952.508.269-54,Teresina, Horta,22
Arnaldo Inácio,Juiz,Concursado,672.505.658-00,Rio de Janeiro, Inácio,33
Arnaldo Lacerda,Juiz,Concursado,788.478.155-76,Natal, Lacerda,24
Arnaldo Mangueira,Juiz,Concursado,581.534.145-26,Porto Alegre, Mangueira,43
Arnaldo Reino,Juiz,Concursado,791.501.469-20,Porto Velho, Reino,11
Arnaldo Serralheiro,Juiz,Concursado,771.433.135-64,Boa Vista, Serralheiro,14
Artur Abrantes,Juiz,Concursado,895.681.807-02,Florianópolis, Abrantes,42
Artur Balsemão,Juiz,Concursado,530.298.934-48,São Paulo, Balsemão,35
Artur Barretto,Juiz,Concursado,781.729.998-60,Aracaju, Barretto,28
Artur Cabeça de Vaca,Juiz,Concursado,380.287.445-59,Palmas, Vaca,41
Artur Coimbra,Juiz,Concursado,541.436.647-04,Rio Branco, Coimbra,12
Artur Damasceno,Juiz,Concursado,902.051.042-82,Maceió, Damasceno,27
Artur Grillo,Juiz,Concursado,446.430.601-23,Macapá, Grillo,16
Artur Homem,Juiz,Concursado,492.869.495-37,Manaus, Homem,13
Artur Prates,Juiz,Concursado,587.170.314-35,Salvador, Prates,29
Artur Robalinho,Juiz,Concursado,502.917.033-21,Fortaleza, Robalinho,23
Artur Rodríguez,Juiz,Concursado,994.173.639-13,Brasília, Rodríguez,53
Artur Rua,Juiz,Concursado,877.825.230-01,Vitória, Rua,32
Artur Sardina,Juiz,Concursado,853.829.756-20,Goiânia, Sardina,52
Artur Tamoio,Juiz,Concursado,729.303.342-74,São Luís, Tamoio,21
Artur Villela,Juiz,Concursado,306.032.022-50,Cuiabá, Villela,51
Artur Zalazar,Juiz,Concursado,088.281.578-44,Campo Grande, Zalazar,50
Asi Avelar,Juiz,Concursado,547.128.474-76,Belo Horizonte, Avelar,31
Asi Azeredo,Juiz,Concursado,019.457.809-75,Belém, Azeredo,15
Asi Borja,Juiz,Concursado,703.304.825-48,João Pessoa, Borja,25
Asi Castelo Branco,Juiz,Concursado,026.521.310-01,Curitiba, Branco,41
Asi Domínguez,Juiz,Concursado,831.142.929-41,Recife, Domínguez,26
Asi Mansilla,Juiz,Concursado,821.764.138-22,Teresina, Mansilla,22
Asi Mantas,Juiz,Concursado,856.221.381-08,Rio de Janeiro, Mantas,33
Asi Parafita,Juiz,Concursado,590.230.712-04,Natal, Parafita,24
Asi Paranhos,Juiz,Concursado,987.764.661-75,Porto Alegre, Paranhos,43
Asi Sales,Juiz,Concursado,193.743.262-99,Porto Velho, Sales,11
Astolfo Campello,Juiz,Concursado,501.347.948-77,Boa Vista, Campello,14
Astolfo Cerqueira,Juiz,Concursado,503.938.270-70,Florianópolis, Cerqueira,42
Astolfo Cintra,Juiz,Concursado,605.113.106-09,São Paulo, Cintra,35
Astolfo Dinis,Juiz,Concursado,232.229.979-00,Aracaju, Dinis,28
Astolfo Ferreyra,Juiz,Concursado,570.185.763-85,Palmas, Ferreyra,41
Astolfo Frade,Juiz,Concursado,745.668.145-72,Rio Branco, Frade,12
Astolfo Herrera,Juiz,Concursado,543.056.216-57,Maceió, Herrera,27
Astolfo Leiria,Juiz,Concursado,033.182.121-48,Macapá, Leiria,16
Astolfo Marañón,Juiz,Concursado,774.791.906-97,Manaus, Marañón,13
Astolfo Salvado,Juiz,Concursado,150.380.759-24,Salvador, Salvado,29
Astolfo Terra,Juiz,Concursado,294.939.243-19,Fortaleza, Terra,23
Augusta Anhaia,Juiz,Concursado,453.246.497-83,Brasília, Anhaia,53
Augusta Bonilla,Juiz,Concursado,422.145.961-19,Vitória, Bonilla,32
Augusta Cabrera,Juiz,Concursado,654.076.291-78,Goiânia, Cabrera,52
Augusta Castanho,Juiz,Concursado,338.396.395-06,São Luís, Castanho,21
Augusta Castelhano,Juiz,Concursado,014.831.389-25,Cuiabá, Castelhano,51
Augusta Coutinho,Juiz,Concursado,500.767.082-09,Campo Grande, Coutinho,50
Augusta Galante,Juiz,Concursado,273.800.568-32,Belo Horizonte, Galante,31
Augusta Moreno,Juiz,Concursado,842.977.100-05,Belém, Moreno,15
Augusta Quintela,Juiz,Concursado,063.578.393-29,João Pessoa, Quintela,25
Augusta Robalo,Juiz,Concursado,850.752.230-01,Curitiba, Robalo,41
Augusta Rodríguez,Juiz,Concursado,947.588.533-12,Recife, Rodríguez,26
Augusto Cortesão,Juiz,Concursado,001.515.804-72,Teresina, Cortesão,22
Augusto Faria,Juiz,Concursado,013.635.581-10,Rio de Janeiro, Faria,33
Augusto Guarabira,Juiz,Concursado,648.017.737-10,Natal, Guarabira,24
Augusto Guedella,Juiz,Concursado,703.780.541-63,Porto Alegre, Guedella,43
Augusto Motta,Juiz,Concursado,687.723.300-07,Porto Velho, Motta,11
Augusto Pavía,Juiz,Concursado,058.532.691-60,Boa Vista, Pavía,14
Augusto Pedroso,Juiz,Concursado,376.587.109-54,Florianópolis, Pedroso,42
Augusto Piratininga,Juiz,Concursado,373.515.542-18,São Paulo, Piratininga,35
Augusto Saloio,Juiz,Concursado,549.975.945-63,Aracaju, Saloio,28
Augusto Salomón,Juiz,Concursado,989.287.824-81,Palmas, Salomón,41
Augusto Velásquez,Juiz,Concursado,251.918.812-06,Rio Branco, Velásquez,12
Aurora Alcântara,Juiz,Concursado,537.929.233-00,Maceió, Alcântara,27
Aurora Bessa,Juiz,Concursado,420.054.346-04,Macapá, Bessa,16
Aurora Braz,Juiz,Concursado,925.555.846-33,Manaus, Braz,13
Aurora Cascais,Juiz,Concursado,622.232.192-50,Salvador, Cascais,29
Aurora Castelão,Juiz,Concursado,024.776.435-33,Fortaleza, Castelão,23
Aurora Coito,Juiz,Concursado,689.180.294-62,Brasília, Coito,53
Aurora Covinha,Juiz,Concursado,926.261.725-96,Vitória, Covinha,32
Aurora Guaraciaba,Juiz,Concursado,047.124.440-61,Goiânia, Guaraciaba,52
Aurora Guimarães,Juiz,Concursado,781.235.613-26,São Luís, Guimarães,21
Aurora Homem,Juiz,Concursado,533.668.676-04,Cuiabá, Homem,51
Aurora Ipanema,Juiz,Concursado,418.546.666-81,Campo Grande, Ipanema,50
Aurora Modesto,Juiz,Concursado,026.860.793-12,Belo Horizonte, Modesto,31
Aurora Muniz,Juiz,Concursado,930.968.811-46,Belém, Muniz,15
Aurora Murtinho,Juiz,Concursado,148.405.627-25,João Pessoa, Murtinho,25
Aurora Nieto,Juiz,Concursado,051.017.582-13,Curitiba, Nieto,41
Aurora Reino,Juiz,Concursado,673.563.396-25,Recife, Reino,26
Aurora Themes,Juiz,Concursado,683.419.105-43,Teresina, Themes,22
Aurora Villaverde,Juiz,Concursado,975.473.089-02,Rio de Janeiro, Villaverde,33
Aurora Villaça,Juiz,Concursado,216.138.415-58,Natal, Villaça,24
Aurélia Acatauaçu,Juiz,Concursado,210.200.453-88,Porto Alegre, Acatauaçu,43
Aurélia Afonso,Juiz,Concursado,306.800.570-13,Porto Velho, Afonso,11
Aurélia Amaro,Juiz,Concursado,866.071.809-73,Boa Vista, Amaro,14
Aurélia Butantã,Juiz,Concursado,606.341.514-95,Florianópolis, Butantã,42
Aurélia Faria,Juiz,Concursado,315.591.625-70,São Paulo, Faria,35
Aurélia Godoi,Juiz,Concursado,257.093.064-44,Aracaju, Godoi,28
Aurélia Hipólito,Juiz,Concursado,745.886.823-69,Palmas, Hipólito,41
Aurélia Marins,Juiz,Concursado,210.000.179-58,Rio Branco, Marins,12
Aurélia Marrero,Juiz,Concursado,310.429.663-46,Maceió, Marrero,27
Aurélia Mederos,Juiz,Concursado,461.038.818-97,Macapá, Mederos,16
Aurélia Modesto,Juiz,Concursado,543.824.253-44,Manaus, Modesto,13
Aurélia Negreiros,Juiz,Concursado,546.089.745-99,Salvador, Negreiros,29
Aurélia Rosmaninho,Juiz,Concursado,730.207.854-80,Fortaleza, Rosmaninho,23
Aurélia Sacramento,Juiz,Concursado,740.866.467-06,Brasília, Sacramento,53
Aurélia Sobral,Juiz,Concursado,383.113.031-00,Vitória, Sobral,32
Aurélia Ulloa,Juiz,Concursado,681.837.129-91,Goiânia, Ulloa,52
Aurélia Vides,Juiz,Concursado,619.238.650-13,São Luís, Vides,21
Aurélio Conde,Juiz,Concursado,071.606.118-02,Cuiabá, Conde,51
Aurélio Cortesão,Juiz,Concursado,752.105.086-09,Campo Grande, Cortesão,50
Aurélio Gentil,Juiz,Concursado,353.941.001-52,Belo Horizonte, Gentil,31
Aurélio Mendes,Juiz,Concursado,667.067.538-07,Belém, Mendes,15
Aurélio Novaes,Juiz,Concursado,045.734.625-62,João Pessoa, Novaes,25
Aurélio Paredes,Juiz,Concursado,856.275.777-20,Curitiba, Paredes,41
Aurélio Ramalho,Juiz,Concursado,681.583.543-00,Recife, Ramalho,26
Aurélio Reino,Juiz,Concursado,954.015.330-12,Teresina, Reino,22
Aurélio Sánchez,Juiz,Concursado,897.896.366-87,Rio de Janeiro, Sánchez,33
Balduíno Alcoforado,Juiz,Concursado,856.286.258-41,Natal, Alcoforado,24
Balduíno Antúnez,Juiz,Concursado,844.710.819-85,Porto Alegre, Antúnez,43
Balduíno Bastos,Juiz,Concursado,465.716.636-00,Porto Velho, Bastos,11
Balduíno Benavides,Juiz,Concursado,257.348.754-73,Boa Vista, Benavides,14
Balduíno Beserril,Juiz,Concursado,850.435.590-04,Florianópolis, Beserril,42
Balduíno Bessa,Juiz,Concursado,177.342.231-68,São Paulo, Bessa,35
Balduíno Carrillo,Juiz,Concursado,530.549.845-75,Aracaju, Carrillo,28
Balduíno Enríquez,Juiz,Concursado,740.889.807-78,Palmas, Enríquez,41
Balduíno Gracia,Juiz,Concursado,969.354.618-04,Rio Branco, Gracia,12
Balduíno Guerreiro,Juiz,Concursado,732.062.502-42,Maceió, Guerreiro,27
Balduíno Nieves,Juiz,Concursado,057.106.922-39,Macapá, Nieves,16
Balduíno Nogueira,Juiz,Concursado,863.319.392-29,Manaus, Nogueira,13
Balduíno Querino,Juiz,Concursado,420.194.885-40,Salvador, Querino,29
Balduíno Temes,Juiz,Concursado,607.793.407-01,Fortaleza, Temes,23
Baltasar Bacelar,Juiz,Concursado,954.860.779-47,Brasília, Bacelar,53
Baltasar Bocaiúva,Juiz,Concursado,438.376.239-55,Vitória, Bocaiúva,32
Baltasar Caeira,Juiz,Concursado,571.789.702-27,Goiânia, Caeira,52
Baltasar Castelão,Juiz,Concursado,668.932.797-36,São Luís, Castelão,21
Baltasar Domínguez,Juiz,Concursado,255.077.591-03,Cuiabá, Domínguez,51
Baltasar Franca,Juiz,Concursado,951.074.592-85,Campo Grande, Franca,50
Baltasar Mont Alverne,Juiz,Concursado,080.924.454-35,Belo Horizonte, Alverne,31
Baltasar Piñero,Juiz,Concursado,495.381.111-92,Belém, Piñero,15
Baltasar Rivero,Juiz,Concursado,243.473.357-33,João Pessoa, Rivero,25
Baltasar Silva,Juiz,Concursado,436.317.141-30,Curitiba, Silva,41
Baltasar Tabares,Juiz,Concursado,652.241.460-03,Recife, Tabares,26
Baltasar Valente,Juiz,Concursado,778.337.217-19,Teresina, Valente,22
Barnabé Antas,Juiz,Concursado,042.642.552-95,Rio de Janeiro, Antas,33
Barnabé Bautista,Juiz,Concursado,154.002.366-42,Natal, Bautista,24
Barnabé Bernardes,Juiz,Concursado,571.370.336-36,Porto Alegre, Bernardes,43
Barnabé Cortês,Juiz,Concursado,751.196.117-70,Porto Velho, Cortês,11
Barnabé Domingos,Juiz,Concursado,320.926.090-76,Boa Vista, Domingos,14
Barnabé Estrada,Juiz,Concursado,908.598.161-17,Florianópolis, Estrada,42
Barnabé Francia,Juiz,Concursado,425.320.709-00,São Paulo, Francia,35
Barnabé Garrau,Juiz,Concursado,887.693.472-39,Aracaju, Garrau,28
Barnabé Lemos,Juiz,Concursado,444.691.445-68,Palmas, Lemos,41
Barnabé Negrão,Juiz,Concursado,536.758.390-36,Rio Branco, Negrão,12
Barnabé Ornellas,Juiz,Concursado,506.825.214-00,Maceió, Ornellas,27
Barnabé Rodrigues,Juiz,Concursado,239.901.228-35,Macapá, Rodrigues,16
Barnabé Sesimbra,Juiz,Concursado,665.795.787-42,Manaus, Sesimbra,13
Barnabé Silvestre,Juiz,Concursado,782.925.315-30,Salvador, Silvestre,29
Barnabé Varella,Juiz,Concursado,079.398.846-20,Fortaleza, Varella,23
Barnabé Verguero,Promotor,Concursado,393.333.184-61,Brasília, Verguero,53
Barnabé Vilarinho,Promotor,Concursado,126.038.471-39,Vitória, Vilarinho,32
Bartira Bessa,Promotor,Concursado,089.387.663-14,Goiânia, Bessa,52
Bartira Bethancout,Promotor,Concursado,903.127.906-43,São Luís, Bethancout,21
Bartira Botelho,Promotor,Concursado,569.933.536-60,Cuiabá, Botelho,51
Bartira Caiado,Promotor,Concursado,649.803.821-77,Campo Grande, Caiado,50
Bartira Cardoso,Promotor,Concursado,847.007.664-76,Belo Horizonte, Cardoso,31
Bartira Coito,Promotor,Concursado,415.537.838-83,Belém, Coito,15
Bartira Enríquez,Promotor,Concursado,057.602.657-33,João Pessoa, Enríquez,25
Bartira Fogassa,Promotor,Concursado,382.488.860-26,Curitiba, Fogassa,41
Bartira Galindo,Promotor,Concursado,800.462.018-31,Recife, Galindo,26
Bartira Guedelha,Promotor,Concursado,524.013.027-27,Teresina, Guedelha,22
Bartira Mayor,Promotor,Concursado,893.318.788-00,Rio de Janeiro, Mayor,33
Bartira Mont Alverne,Promotor,Concursado,799.869.590-04,Natal, Alverne,24
Bartira Mourinho,Promotor,Concursado,328.726.655-10,Porto Alegre, Mourinho,43
Bartira Parreira,Promotor,Concursado,265.029.579-19,Porto Velho, Parreira,11
Bartira Velasco,Promotor,Concursado,439.435.393-93,Boa Vista, Velasco,14
Bartolomeu Alburquerque,Promotor,Concursado,541.759.849-68,Florianópolis, Alburquerque,42
Bartolomeu Bugallo,Promotor,Concursado,457.291.365-01,São Paulo, Bugallo,35
Bartolomeu Couto,Promotor,Concursado,604.380.439-52,Aracaju, Couto,28
Bartolomeu Fiães,Promotor,Concursado,045.344.339-72,Palmas, Fiães,41
Bartolomeu Mata,Promotor,Concursado,749.928.416-60,Rio Branco, Mata,12
Bartolomeu Mendoza,Promotor,Concursado,297.672.996-45,Maceió, Mendoza,27
Bartolomeu Motta,Promotor,Concursado,680.447.774-07,Macapá, Motta,16
Bartolomeu Parahyba,Promotor,Concursado,873.783.785-00,Manaus, Parahyba,13
Bartolomeu Patrício,Promotor,Concursado,358.030.941-29,Salvador, Patrício,29
Bartolomeu Rebelo,Promotor,Concursado,813.126.112-35,Fortaleza, Rebelo,23
Bartolomeu Ruela,Promotor,Concursado,251.293.149-80,Brasília, Ruela,53
Bartolomeu Seixas,Promotor,Concursado,383.248.308-04,Vitória, Seixas,32
Bartolomeu Telinhos,Promotor,Concursado,813.164.223-21,Goiânia, Telinhos,52
Bartolomeu Zagalo,Promotor,Concursado,735.062.992-39,São Luís, Zagalo,21
Bartolomeu Zalazar,Promotor,Concursado,976.454.807-50,Cuiabá, Zalazar,51
Basilio Corrêa,Promotor,Concursado,315.717.046-55,Campo Grande, Corrêa,50
Basilio Junquera,Promotor,Concursado,796.521.978-66,Belo Horizonte, Junquera,31
Basilio Maior,Promotor,Concursado,068.776.753-98,Belém, Maior,15
Basilio Mena,Promotor,Concursado,460.471.454-18,João Pessoa, Mena,25
Basilio Moreyra,Promotor,Concursado,892.521.742-22,Curitiba, Moreyra,41
Basilio Regueira,Promotor,Concursado,013.454.373-40,Recife, Regueira,26
Basilio Santos,Promotor,Concursado,487.328.832-00,Teresina, Santos,22
Basilio Sánchez,Promotor,Concursado,184.523.191-00,Rio de Janeiro, Sánchez,33
Basilio Teodoro,Promotor,Concursado,646.257.697-95,Natal, Teodoro,24
Beatriz Alcántara,Promotor,Concursado,202.330.137-84,Porto Alegre, Alcántara,43
Beatriz Barrios,Promotor,Concursado,815.166.560-24,Porto Velho, Barrios,11
Beatriz Cachão,Promotor,Concursado,568.083.365-47,Boa Vista, Cachão,14
Beatriz Chagas,Promotor,Concursado,447.723.104-01,Florianópolis, Chagas,42
Beatriz Esteves,Promotor,Concursado,309.962.801-89,São Paulo, Esteves,35
Beatriz Furtado,Promotor,Concursado,308.785.180-96,Aracaju, Furtado,28
Beatriz Isla,Promotor,Concursado,521.799.831-82,Palmas, Isla,41
Beatriz Lamego,Promotor,Concursado,859.379.173-59,Rio Branco, Lamego,12
Beatriz Rolim,Promotor,Concursado,519.804.783-09,Maceió, Rolim,27
Beatriz Talhão,Promotor,Concursado,676.977.255-84,Macapá, Talhão,16
Beatriz Vilanova,Promotor,Concursado,594.919.252-45,Manaus, Vilanova,13
Belchior Balladares,Promotor,Concursado,099.327.478-15,Salvador, Balladares,29
Belchior Damásio,Promotor,Concursado,469.272.337-84,Fortaleza, Damásio,23
Belchior Frade,Promotor,Concursado,953.667.174-34,Brasília, Frade,53
Belchior Jesús,Promotor,Concursado,649.667.621-62,Vitória, Jesús,32
Belchior Leal,Promotor,Concursado,386.967.184-02,Goiânia, Leal,52
Belchior Natal,Promotor,Concursado,417.161.995-57,São Luís, Natal,21
Belchior Osorio,Promotor,Concursado,247.084.158-50,Cuiabá, Osorio,51
Belchior Penha,Promotor,Concursado,061.768.163-51,Campo Grande, Penha,50
Belchior Pinhal,Promotor,Concursado,927.519.959-00,Belo Horizonte, Pinhal,31
Belchior Taveira,Promotor,Concursado,151.114.754-78,Belém, Taveira,15
Belmifer Anhaia,Promotor,Concursado,890.615.768-14,João Pessoa, Anhaia,25
Belmifer Aragão,Promotor,Concursado,540.868.037-12,Curitiba, Aragão,41
Belmifer Canela,Promotor,Concursado,468.081.726-76,Recife, Canela,26
Belmifer Corvelo,Promotor,Concursado,286.229.839-51,Teresina, Corvelo,22
Belmifer Gil,Promotor,Concursado,800.762.939-47,Rio de Janeiro, Gil,33
Belmifer Goes,Promotor,Concursado,913.960.682-10,Natal, Goes,24
Belmifer Hurtado,Promotor,Concursado,875.178.509-97,Porto Alegre, Hurtado,43
Belmifer Inês,Promotor,Concursado,057.228.344-08,Porto Velho, Inês,11
Belmifer Marques,Promotor,Concursado,217.746.056-51,Boa Vista, Marques,14
Belmifer Matos,Promotor,Concursado,526.211.575-64,Florianópolis, Matos,42
Belmifer Peralta,Promotor,Concursado,475.089.771-06,São Paulo, Peralta,35
Belmifer Rangel,Promotor,Concursado,884.822.049-55,Aracaju, Rangel,28
Belmifer Taborda,Promotor,Concursado,066.374.050-94,Palmas, Taborda,41
Belmira Almada,Promotor,Concursado,833.905.730-89,Rio Branco, Almada,12
Belmira Baranda,Promotor,Concursado,273.808.842-20,Maceió, Baranda,27
Belmira Baranda,Promotor,Concursado,257.427.668-07,Macapá, Baranda,16
Belmira Beltrão,Promotor,Concursado,795.981.950-58,Manaus, Beltrão,13
Belmira Bernárdez,Promotor,Concursado,324.665.160-47,Salvador, Bernárdez,29
Belmira Brión,Promotor,Concursado,032.667.552-35,Fortaleza, Brión,23
Belmira Caniça,Promotor,Concursado,508.536.240-38,Brasília, Caniça,53
Belmira Franca,Promotor,Concursado,807.409.430-81,Vitória, Franca,32
Belmira França,Promotor,Concursado,178.582.357-45,Goiânia, França,52
Belmira Mariz,Promotor,Concursado,524.394.927-28,São Luís, Mariz,21
Belmira Motta,Promotor,Concursado,027.015.469-82,Cuiabá, Motta,51
Belmira Oleiro,Promotor,Concursado,916.276.137-49,Campo Grande, Oleiro,50
Belmira Padilla,Promotor,Concursado,430.782.985-90,Belo Horizonte, Padilla,31
Belmira Pajares,Promotor,Concursado,126.138.810-03,Belém, Pajares,15
Belmira Robalinho,Promotor,Concursado,661.326.097-50,João Pessoa, Robalinho,25
Belmira Vilaça,Promotor,Concursado,143.688.846-80,Curitiba, Vilaça,41
Belmiro Baranda,Promotor,Concursado,118.822.525-19,Recife, Baranda,26
Belmiro Brión,Promotor,Concursado,549.828.428-41,Teresina, Brión,22
Belmiro Camacho,Promotor,Concursado,898.350.697-00,Rio de Janeiro, Camacho,33
Belmiro Carromeu,Promotor,Concursado,012.912.650-07,Natal, Carromeu,24
Belmiro Correia,Promotor,Concursado,977.422.657-70,Porto Alegre, Correia,43
Belmiro Matos,Promotor,Concursado,759.092.301-07,Porto Velho, Matos,11
Belmiro Mendoça,Promotor,Concursado,587.361.336-20,Boa Vista, Mendoça,14
Belmiro Novais,Promotor,Concursado,115.776.641-24,Florianópolis, Novais,42
Belmiro Santiago,Promotor,Concursado,113.371.230-48,São Paulo, Santiago,35
Benedita Baião,Promotor,Concursado,678.020.151-03,Aracaju, Baião,28
Benedita Beserra,Promotor,Concursado,257.065.901-09,Palmas, Beserra,41
Benedita Curvelo,Promotor,Concursado,143.790.824-15,Rio Branco, Curvelo,12
Benedita Farinha,Promotor,Concursado,419.276.985-96,Maceió, Farinha,27
Benedita Godinho,Promotor,Concursado,519.737.794-12,Macapá, Godinho,16
Benedita Portela,Promotor,Concursado,487.105.904-98,Manaus, Portela,13
Benedita Reguera,Promotor,Concursado,795.248.646-22,Salvador, Reguera,29
Benedita Tibiriçá,Promotor,Concursado,786.188.241-19,Fortaleza, Tibiriçá,23
Benedito Barbosa,Promotor,Concursado,176.819.792-04,Brasília, Barbosa,53
Benedito Bonilla,Promotor,Concursado,095.532.447-50,Vitória, Bonilla,32
Benedito Cabrera,Promotor,Concursado,609.564.190-03,Goiânia, Cabrera,52
Benedito Camello,Promotor,Concursado,910.396.599-69,São Luís, Camello,21
Benedito Carvalho,Promotor,Concursado,682.668.941-32,Cuiabá, Carvalho,51
Benedito Fiães,Promotor,Concursado,201.273.404-91,Campo Grande, Fiães,50
Benedito Ginjeira,Promotor,Concursado,160.795.760-40,Belo Horizonte, Ginjeira,31
Benedito Monte,Promotor,Concursado,378.023.272-37,Belém, Monte,15
Benedito Oleiro,Promotor,Concursado,224.537.053-85,João Pessoa, Oleiro,25
Benedito Parafita,Promotor,Concursado,617.208.261-29,Curitiba, Parafita,41
Benedito Rivero,Promotor,Concursado,863.700.278-12,Recife, Rivero,26
Benedito Viveros,Promotor,Concursado,027.456.671-06,Teresina, Viveros,22
Bento Abasto,Promotor,Concursado,907.452.821-05,Rio de Janeiro, Abasto,33
Bento Bairros,Promotor,Concursado,836.797.285-65,Natal, Bairros,24
Bento Baião,Promotor,Concursado,308.406.724-46,Porto Alegre, Baião,43
Bento Bessa,Promotor,Concursado,459.585.348-31,Porto Velho, Bessa,11
Bento Jorge,Promotor,Concursado,320.528.195-09,Boa Vista, Jorge,14
Bento Olivares,Promotor,Concursado,922.732.120-97,Florianópolis, Olivares,42
Bento Quintanilla,Promotor,Concursado,134.807.187-79,São Paulo, Quintanilla,35
Bento Vale,Promotor,Concursado,144.984.277-18,Aracaju, Vale,28
Bento Viegas,Promotor,Concursado,906.462.616-22,Palmas, Viegas,41
Berengária Amorín,Promotor,Concursado,698.559.079-90,Rio Branco, Amorín,12
Berengária Anlicoara,Promotor,Concursado,399.172.869-93,Maceió, Anlicoara,27
Berengária Bethancout,Promotor,Concursado,830.181.742-91,Macapá, Bethancout,16
Berengária Bicudo,Promotor,Concursado,065.086.355-06,Manaus, Bicudo,13
Berengária Botelho,Promotor,Concursado,917.634.478-98,Salvador, Botelho,29
Berengária Canto,Promotor,Concursado,866.403.507-50,Fortaleza, Canto,23
Berengária Capistrano,Promotor,Concursado,829.866.716-67,Brasília, Capistrano,53
Berengária Cartaxo,Promotor,Concursado,405.001.733-46,Vitória, Cartaxo,32
Berengária Conde,Promotor,Concursado,655.579.215-91,Goiânia, Conde,52
Berengária Covilhã,Promotor,Concursado,140.643.677-15,São Luís, Covilhã,21
Berengária Fialho,Promotor,Concursado,168.710.418-26,Cuiabá, Fialho,51
Berengária Fitas,Promotor,Concursado,297.226.967-50,Campo Grande, Fitas,50
Berengária Miera,Promotor,Concursado,218.428.332-00,Belo Horizonte, Miera,31
Berengária Ochoa,Promotor,Concursado,226.725.891-94,Belém, Ochoa,15
Berengária Pirajá,Promotor,Concursado,874.378.908-01,João Pessoa, Pirajá,25
Berengária Quintella,Promotor,Concursado,746.408.143-99,Curitiba, Quintella,41
Berengária Sardina,Promotor,Concursado,135.634.423-20,Recife, Sardina,26
Berengária Tristán,Promotor,Concursado,047.442.573-80,Teresina, Tristán,22
Berengária Valadão,Promotor,Concursado,763.198.483-24,Rio de Janeiro, Valadão,33
Berengária Villas Bôas,Promotor,Concursado,432.621.666-26,Natal, Bôas,24
Berengária Villégas,Promotor,Concursado,293.705.742-04,Porto Alegre, Villégas,43
Berengário Alcoforado,Promotor,Concursado,132.846.072-00,Porto Velho, Alcoforado,11
Berengário Asunción,Promotor,Concursado,048.719.990-17,Boa Vista, Asunción,14
Berengário Barros,Promotor,Concursado,644.852.126-70,Florianópolis, Barros,42
Berengário Espírito Santo,Promotor,Concursado,181.902.369-97,São Paulo, Santo,35
Berengário Estrella,Promotor,Concursado,717.514.803-80,Aracaju, Estrella,28
Berengário Figueiredo,Promotor,Concursado,091.725.236-54,Palmas, Figueiredo,41
Berengário Ramallo,Promotor,Concursado,748.411.690-40,Rio Branco, Ramallo,12
Berengário Santos,Promotor,Concursado,367.872.981-96,Maceió, Santos,27
Berengário Vilanova,Promotor,Concursado,407.656.859-14,Macapá, Vilanova,16
Berengário Zagalo,Promotor,Concursado,883.494.670-70,Manaus, Zagalo,13
Bernardete Aldeia,Promotor,Concursado,530.731.417-58,Salvador, Aldeia,29
Bernardete Cardin,Promotor,Concursado,202.005.324-13,Fortaleza, Cardin,23
Bernardete Gallindo,Promotor,Concursado,486.045.213-56,Brasília, Gallindo,53
Bernardete Gois,Promotor,Concursado,551.547.459-73,Vitória, Gois,32
Bernardete Hipólito,Promotor,Concursado,772.574.778-84,Goiânia, Hipólito,52
Bernardete Homem,Promotor,Concursado,249.057.655-01,São Luís, Homem,21
