Nome,Cargo,Tipo Cargo,CPF,Sobrenome,Cod_IBGE,Nepotismo
Bruno Couto,Promotor,Concursado,905.621.464-07, Couto,43,Não
Bruno Dâmaso,Promotor,Concursado,927.851.018-12, Dâmaso,11,Não
Bruno Freixo,Promotor,Concursado,408.742.591-69, Freixo,14,Não
Bruno Mattos,Promotor,Concursado,877.340.358-09, Mattos,35,Não
Bruno Motta,Promotor,Concursado,015.339.387-41, Motta,28,Não
Brás Alencar,Promotor,Concursado,359.371.145-15, Alencar,41,Não
Brás Aquino,Promotor,Concursado,993.400.238-89, Aquino,12,Não
Brás Cairu,Promotor,Concursado,633.228.431-57, Cairu,16,Não
Brás Delgado,Promotor,Concursado,052.450.098-38, Delgado,13,Não
Brás Lousada,Promotor,Concursado,613.889.136-82, Lousada,23,Não
Brás Piñero,Promotor,Concursado,378.098.216-10, Piñero,53,Não
Brás Quintanilha,Promotor,Concursado,697.897.556-78, Quintanilha,32,Não
Brás Valle,Promotor,Concursado,227.036.313-24, Valle,52,Não
Brás Villas Bôas,Promotor,Concursado,896.318.386-68, Bôas,21,Não
Bráulio Alves,Promotor,Concursado,993.213.947-53, Alves,51,Não
Bráulio Ayres,Promotor,Concursado,537.732.775-63, Ayres,50,Não
Bráulio Barrocas,Promotor,Concursado,991.410.153-47, Barrocas,31,Não
Bráulio Estrela,Promotor,Concursado,194.810.553-53, Estrela,25,Não
Bráulio Galván,Promotor,Concursado,765.204.033-77, Galván,41,Não
Bráulio Guimaraens,Promotor,Concursado,902.290.162-94, Guimaraens,26,Não
Bráulio Maciel,Promotor,Concursado,787.974.479-78, Maciel,33,Não
Bráulio Puentes,Promotor,Concursado,139.607.880-02, Puentes,43,Não
Bráulio Rodrigues,Promotor,Concursado,961.339.934-80, Rodrigues,11,Não
Bráulio Rosario,Promotor,Concursado,993.517.940-08, Rosario,14,Não
Bráulio Sardina,Promotor,Concursado,786.644.467-68, Sardina,42,Não
Bráulio Vilalobos,Promotor,Concursado,887.845.603-98, Vilalobos,35,Não
Brígida Anlicoara,Promotor,Concursado,816.522.130-23, Anlicoara,28,Não
Brígida Avelar,Promotor,Concursado,394.061.901-92, Avelar,41,Não
Brígida Barros,Promotor,Concursado,526.528.347-11, Barros,12,Não
Brígida Bernardes,Promotor,Concursado,724.767.212-98, Bernardes,27,Não
Brígida Bugallo,Promotor,Concursado,384.484.144-03, Bugallo,16,Não
Brígida Gómez,Promotor,Concursado,118.471.347-26, Gómez,29,Não
Brígida Monte,Promotor,Concursado,517.575.152-24, Monte,23,Não
Brígida Quirino,Promotor,Concursado,302.877.130-67, Quirino,32,Não
Brígida Vigário,Promotor,Concursado,413.159.772-14, Vigário,52,Não
Bukake Balladares,Promotor,Concursado,139.646.369-08, Balladares,21,Não
Bukake Barateiro,Promotor,Concursado,136.043.890-46, Barateiro,51,Não
Bukake Bezerra,Promotor,Concursado,773.720.345-15, Bezerra,50,Não
Bukake Botelho,Promotor,Concursado,828.706.223-33, Botelho,31,Não
Bukake Grande,Promotor,Concursado,278.931.383-00, Grande,15,Não
Bukake Góis,Promotor,Concursado,113.263.605-15, Góis,25,Não
Bukake Moniz,Promotor,Concursado,095.992.472-80, Moniz,41,Não
Bukake Moutinho,Promotor,Concursado,684.730.035-35, Moutinho,26,Não
Bukake Silvestre,Promotor,Concursado,644.149.586-44, Silvestre,22,Não
Bukake Tabalipa,Promotor,Concursado,559.665.857-09, Tabalipa,33,Não
Bukake Vega,Promotor,Concursado,395.960.941-81, Vega,24,Não
Burtira Espírito Santo,Promotor,Concursado,558.262.035-44, Santo,11,Não
Burtira Miguel,Promotor,Concursado,251.676.566-56, Miguel,42,Não
Burtira Osorio,Promotor,Concursado,483.007.039-00, Osorio,35,Não
Burtira Salvado,Promotor,Concursado,081.997.747-03, Salvado,28,Não
Burtira Águeda,Promotor,Concursado,167.916.841-00, Águeda,41,Não
Bárbara Barroso,Promotor,Concursado,274.835.098-72, Barroso,12,Não
Bárbara Branco,Promotor,Concursado,618.549.998-34, Branco,27,Não
Bárbara Dutra,Promotor,Concursado,012.212.248-83, Dutra,23,Não
Bárbara Fortunato,Promotor,Concursado,637.923.600-71, Fortunato,53,Não
Bárbara Novaes,Promotor,Concursado,005.850.737-08, Novaes,32,Não
Bárbara Sardina,Promotor,Concursado,807.927.376-60, Sardina,52,Não
Caetana Canhão,Promotor,Concursado,645.314.163-92, Canhão,21,Não
Caetana Carvalhais,Promotor,Concursado,720.373.441-20, Carvalhais,51,Não
Caetana Cezimbra,Promotor,Concursado,311.612.472-89, Cezimbra,50,Não
Caetana Coelho,Promotor,Concursado,871.127.393-30, Coelho,31,Não
Caetana Farinha,Promotor,Concursado,953.837.408-80, Farinha,15,Não
Caetana Macena,Promotor,Concursado,279.929.130-94, Macena,25,Não
Caetana Sabala,Promotor,Concursado,873.712.471-40, Sabala,41,Não
Caetana Salomão,Promotor,Concursado,219.079.884-16, Salomão,26,Não
Caetana Sotomayor,Promotor,Concursado,498.785.493-72, Sotomayor,22,Não
Caetana Valido,Promotor,Concursado,447.076.436-12, Valido,33,Não
Caetano Barrios,Promotor,Concursado,803.044.286-63, Barrios,24,Não
Caetano Camacho,Promotor,Concursado,942.293.890-27, Camacho,43,Não
Caetano Castelo Branco,Promotor,Concursado,428.919.656-04, Branco,11,Não
Caetano Durão,Promotor,Concursado,536.365.711-25, Durão,14,Não
Caetano Hierro,Promotor,Concursado,596.828.238-03, Hierro,42,Não
Caetano Magallanes,Promotor,Concursado,538.187.295-06, Magallanes,35,Não
Caetano Mantas,Promotor,Concursado,546.414.831-08, Mantas,28,Não
Caetano Osório,Promotor,Concursado,649.914.588-20, Osório,41,Não
Caetano Peña,Promotor,Concursado,610.317.150-45, Peña,12,Não
Caetano Rijo,Promotor,Concursado,204.075.928-06, Rijo,13,Não
Caetano Rodríguez,Promotor,Concursado,151.521.197-57, Rodríguez,29,Não
Caetano Tabalipa,Promotor,Concursado,256.673.539-54, Tabalipa,23,Não
Caetano Varejão,Promotor,Concursado,174.894.557-23, Varejão,53,Não
Caetano Vasconcelos,Promotor,Concursado,259.432.750-61, Vasconcelos,32,Não
Caetano Vaz,Promotor,Concursado,741.910.506-56, Vaz,52,Não
Caio Alcántara,Promotor,Concursado,414.296.396-10, Alcántara,21,Não
Caio Ataí,Promotor,Concursado,455.273.030-40, Ataí,51,Não
Caio Botelho,Promotor,Concursado,785.636.847-01, Botelho,50,Não
Caio Coutinho,Promotor,Concursado,156.861.162-53, Coutinho,15,Não
Caio Pastana,Promotor,Concursado,838.693.847-19, Pastana,26,Não
Caio Pontes,Promotor,Concursado,107.012.984-48, Pontes,33,Não
Caio Saloio,Promotor,Concursado,407.839.385-35, Saloio,24,Não
Caio Souto,Promotor,Concursado,488.664.415-54, Souto,43,Não
Calisto Asunción,Promotor,Concursado,673.528.136-59, Asunción,11,Não
Calisto Barros,Promotor,Concursado,439.273.006-91, Barros,14,Não
Calisto Higuera,Promotor,Concursado,667.097.679-81, Higuera,42,Não
Calisto Mexia,Promotor,Concursado,160.312.477-20, Mexia,35,Não
Calisto Monforte,Promotor,Concursado,151.933.371-47, Monforte,28,Não
Calisto Montenegro,Promotor,Concursado,732.817.168-57, Montenegro,41,Não
Calisto Natal,Promotor,Concursado,717.779.072-17, Natal,12,Não
Calisto Noite,Promotor,Concursado,728.647.578-93, Noite,27,Não
Calisto Valle,Promotor,Concursado,068.057.738-65, Valle,16,Não
Calisto Vilalobos,Promotor,Concursado,116.323.344-70, Vilalobos,13,Não
Camila Amaro,Promotor,Concursado,431.187.777-37, Amaro,29,Não
Camila Corrêa,Promotor,Concursado,788.597.668-85, Corrêa,53,Não
Camila Curado,Promotor,Concursado,859.143.309-20, Curado,32,Não
Camila Horta,Promotor,Concursado,808.510.834-80, Horta,52,Não
Camila Morera,Promotor,Concursado,351.153.075-02, Morera,21,Não
Camila Ornelas,Promotor,Concursado,698.641.588-56, Ornelas,51,Não
Camila Salles,Promotor,Concursado,806.937.961-89, Salles,50,Não
Camilo Bethancout,Promotor,Concursado,427.689.599-52, Bethancout,31,Não
Camilo Dourado,Promotor,Concursado,690.814.672-39, Dourado,15,Não
Camilo Fialho,Promotor,Concursado,480.775.921-39, Fialho,25,Não
Camilo Guerrero,Promotor,Concursado,226.740.440-04, Guerrero,41,Não
Camilo Laureano,Promotor,Concursado,784.072.720-43, Laureano,26,Não
Camilo Linares,Promotor,Concursado,566.117.345-89, Linares,22,Não
Camilo Mayor,Promotor,Concursado,154.584.648-00, Mayor,33,Não
Camilo Melgaço,Promotor,Concursado,075.272.498-38, Melgaço,24,Não
Camilo Nogueira,Promotor,Concursado,765.943.329-61, Nogueira,43,Não
Camilo Seixas,Promotor,Concursado,580.273.089-76, Seixas,11,Não
Camilo Torquato,Promotor,Concursado,077.574.009-88, Torquato,14,Não
Capitolina Carrasco,Promotor,Concursado,994.842.545-60, Carrasco,35,Não
Capitolina Cotegipe,Promotor,Concursado,051.495.000-54, Cotegipe,28,Não
Capitolina Garcés,Promotor,Concursado,985.887.383-25, Garcés,41,Não
Capitolina Leal,Promotor,Concursado,448.288.653-06, Leal,12,Não
Capitolina Marcondes,Promotor,Concursado,654.203.143-04, Marcondes,27,Não
Capitolina Miera,Promotor,Concursado,322.746.258-32, Miera,16,Não
Capitolina Parafita,Promotor,Concursado,488.818.280-90, Parafita,13,Não
Capitolina Vicario,Promotor,Concursado,024.717.970-16, Vicario,29,Não
Capitolino Bahia,Promotor,Concursado,317.599.786-47, Bahia,23,Não
Capitolino Baía,Promotor,Concursado,766.547.667-84, Baía,53,Não
Capitolino Bethancout,Promotor,Concursado,965.311.856-00, Bethancout,32,Não
Capitolino Bezerra,Promotor,Concursado,248.447.319-20, Bezerra,52,Não
Capitolino Castelão,Promotor,Concursado,752.675.108-40, Castelão,21,Não
Capitolino Espargosa,Promotor,Concursado,495.071.307-80, Espargosa,51,Não
Capitolino Guedelha,Promotor,Concursado,014.054.251-56, Guedelha,31,Não
Capitolino Parahyba,Promotor,Concursado,855.173.565-91, Parahyba,26,Não
Capitolino Sacadura,Promotor,Concursado,520.253.330-64, Sacadura,22,Não
Capitolino Siqueira,Promotor,Concursado,199.555.955-58, Siqueira,33,Não
Capitolino Valgueiro,Promotor,Concursado,295.663.576-05, Valgueiro,24,Não
Carina Belchior,Promotor,Concursado,725.259.576-52, Belchior,43,Não
Carina Benevides,Promotor,Concursado,356.164.341-83, Benevides,11,Não
Carina Boga,Promotor,Concursado,917.089.012-99, Boga,14,Não
Carina Botica,Promotor,Concursado,547.144.184-24, Botica,42,Não
Carina Couto,Promotor,Concursado,289.349.285-14, Couto,28,Não
Carina Covinha,Promotor,Concursado,807.383.092-22, Covinha,41,Não
Carina Pajares,Promotor,Concursado,594.272.516-03, Pajares,12,Não
Carina Rico,Promotor,Concursado,960.258.946-98, Rico,16,Não
Carina Águeda,Promotor,Concursado,302.743.732-11, Águeda,29,Não
Carine Abrantes,Promotor,Concursado,166.599.039-25, Abrantes,23,Não
Carine Alencar,Promotor,Concursado,100.989.170-72, Alencar,53,Não
Carine Barreto,Promotor,Concursado,786.522.352-87, Barreto,32,Não
Carine Cavalheiro,Promotor,Concursado,137.198.565-00, Cavalheiro,52,Não
Carine Cervera,Promotor,Concursado,711.098.251-37, Cervera,21,Não
Carine Díaz,Promotor,Concursado,968.897.231-20, Díaz,51,Não
Carine Inácio,Promotor,Concursado,889.287.257-55, Inácio,50,Não
Carine Lobo,Promotor,Concursado,733.614.569-83, Lobo,31,Não
Carine Mascareñas,Promotor,Concursado,720.892.024-91, Mascareñas,15,Não
Carine Mont Alverne,Promotor,Concursado,959.248.733-23, Alverne,25,Não
Carine Rivas,Promotor,Concursado,833.192.833-40, Rivas,26,Não
Carine Rufino,Promotor,Concursado,543.032.039-04, Rufino,22,Não
Carine Vilarinho,Promotor,Concursado,452.623.912-73, Vilarinho,24,Não
Carine Villaça,Promotor,Concursado,701.428.507-64, Villaça,43,Não
Carla Aguiar,Promotor,Concursado,384.596.101-52, Aguiar,11,Não
Carla Brión,Promotor,Concursado,287.179.863-03, Brión,14,Não
Carla Curado,Promotor,Concursado,463.965.225-94, Curado,42,Não
Carla Mansilla,Promotor,Concursado,607.590.514-61, Mansilla,41,Não
Carla Novaes,Promotor,Concursado,348.239.526-85, Novaes,16,Não
Carla Raminhos,Promotor,Concursado,288.547.900-01, Raminhos,29,Não
Carlos Matoso,Promotor,Concursado,440.303.421-75, Matoso,53,Não
Carlos Mesquita,Promotor,Concursado,936.217.931-86, Mesquita,32,Não
Carlos Pederneiras,Promotor,Concursado,504.115.576-37, Pederneiras,52,Não
Carlos Silveira,Promotor,Concursado,313.196.709-97, Silveira,21,Não
Carlos Telinhos,Promotor,Concursado,647.235.027-26, Telinhos,51,Não
Carlos Veleda,Promotor,Concursado,397.982.437-30, Veleda,50,Não
Carlota Amaral,Promotor,Concursado,951.947.488-92, Amaral,31,Não
Carlota Cabeza de Vaca,Promotor,Concursado,997.615.207-81, Vaca,15,Não
Carlota Camargo,Promotor,Concursado,670.869.663-04, Camargo,25,Não
Carlota Canejo,Promotor,Concursado,171.752.210-61, Canejo,41,Não
Carlota Goes,Promotor,Concursado,507.833.522-63, Goes,26,Não
Carlota Pederneiras,Promotor,Concursado,676.468.793-55, Pederneiras,22,Não
Carlota Rocha,Promotor,Concursado,253.715.731-19, Rocha,33,Não
Carlota Salomón,Promotor,Concursado,157.638.963-43, Salomón,24,Não
Carmem Gil,Promotor,Concursado,470.986.453-54, Gil,41,Não
Carmem Lagos,Promotor,Concursado,392.003.978-59, Lagos,27,Não
Carmem Modesto,Promotor,Concursado,409.291.914-04, Modesto,16,Não
Carmem Negreiros,Promotor,Concursado,901.647.276-20, Negreiros,13,Não
Branco Severiano,Promotor,Concursado,245.061.807-47, Severiano,22,Sim
Barnabé Lemos,Juiz,Concursado,444.691.445-68, Lemos,41,Sim
Alexandre Lobato,Prefeito,Eleito,675.168.354-55, Lobato,41,Sim
Anselmo Doutel,Juiz,Concursado,932.269.230-80, Doutel,12,Sim
Alfredo Castaño,Prefeito,Eleito,844.203.057-38, Castaño,35,Sim
Adriano Uchoa,Vereador,Eleito,165.191.277-79, Uchoa,11,Sim
Alcides Batata,Vereador,Eleito,946.869.376-71, Batata,21,Sim
Alfredo Bugalho,Prefeito,Eleito,662.530.914-17, Bugalho,14,Sim
Anna Losada,Prefeito,Eleito,792.113.901-92, Losada,15,Sim
Bartolomeu Telinhos,Promotor,Concursado,813.164.223-21, Telinhos,52,Sim
Apoena Silveira dos Açores,Juiz,Concursado,977.768.394-42, Açores,43,Sim
Anselmo Medina,Juiz,Concursado,523.552.567-13, Medina,13,Sim
Alexandra Coito,Prefeito,Eleito,386.838.911-35, Coito,11,Sim
Brenda Salgueiro,Promotor,Concursado,069.408.856-09, Salgueiro,41,Sim
Adélia Pereira,Vereador,Eleito,165.903.209-18, Pereira,33,Sim
Antónia Semedo,Juiz,Concursado,242.204.172-81, Semedo,32,Sim
Adelino Paraguaçu,Vereador,Eleito,500.159.262-30, Paraguaçu,29,Sim
Aleixo Paião,Vereador,Eleito,117.572.352-56, Paião,31,Sim
Armando Paião,Juiz,Concursado,539.771.399-67, Paião,31,Sim
Angélico Valle,Prefeito,Eleito,967.197.442-24, Valle,31,Sim
Bernardina Lameiras,Promotor,Concursado,890.934.473-35, Lameiras,11,Sim
Albino Telinhos,Vereador,Eleito,775.168.146-28, Telinhos,41,Sim
Astolfo Herrera,Juiz,Concursado,543.056.216-57, Herrera,27,Sim
Alzira Silveira,Prefeito,Eleito,883.922.883-78, Silveira,35,Sim
Anita Varanda,Prefeito,Eleito,567.318.282-11, Varanda,23,Sim
Benedito Carvalho,Promotor,Concursado,682.668.941-32, Carvalho,51,Sim
Andreoleto Fogassa,Prefeito,Eleito,756.807.111-17, Fogassa,27,Sim
Alice Carvalhoso,Prefeito,Eleito,089.003.704-30, Carvalhoso,51,Sim
Aluísio Bonilha,Prefeito,Eleito,950.114.360-04, Bonilha,14,Sim
Angelino Malheiro,Prefeito,Eleito,916.006.351-30, Malheiro,51,Sim
Anna Puentes,Juiz,Concursado,820.911.050-07, Puentes,41,Sim
Antero Raminhos,Juiz,Concursado,691.054.697-08, Raminhos,33,Sim
Alexandre Antas,Prefeito,Eleito,818.920.567-63, Antas,23,Sim
Andreia Siqueira,Prefeito,Eleito,980.625.768-50, Siqueira,35,Sim
Arcidres Candal,Juiz,Concursado,195.158.249-74, Candal,31,Sim
Adélio Branco,Vereador,Eleito,234.050.493-77, Branco,14,Sim
Antónia Castelo Branco,Juiz,Concursado,837.804.759-87, Branco,14,Sim
Berengário Estrella,Promotor,Concursado,717.514.803-80, Estrella,28,Sim
Branca Estrella,Promotor,Concursado,163.760.549-86, Estrella,28,Sim
Aurélia Marins,Juiz,Concursado,210.000.179-58, Marins,12,Sim
Aniano Albuquerque,Prefeito,Eleito,584.779.569-60, Albuquerque,29,Sim
Aurora Ipanema,Juiz,Concursado,418.546.666-81, Ipanema,50,Sim
Adosindo Barcelos,Vereador,Eleito,854.202.144-40, Barcelos,22,Sim
Belmiro Carromeu,Promotor,Concursado,012.912.650-07, Carromeu,24,Sim
Amanda Fidalgo,Prefeito,Eleito,630.703.006-26, Fidalgo,14,Sim
Balduíno Guerreiro,Juiz,Concursado,732.062.502-42, Guerreiro,27,Sim
Abraão Vásquez,Vereador,Eleito,273.395.093-21, Vásquez,24,Sim
Aníbal Quiroga,Juiz,Concursado,124.192.921-11, Quiroga,53,Sim
Antão Peláez,Juiz,Concursado,233.161.010-04, Peláez,26,Sim
Adriana Santana,Vereador,Eleito,759.152.434-87, Santana,23,Sim
Bartira Bessa,Promotor,Concursado,089.387.663-14, Bessa,52,Sim
Araci Ríos,Juiz,Concursado,558.636.002-09, Ríos,12,Sim
Adolfo Vellozo,Vereador,Eleito,100.957.419-17, Vellozo,41,Sim
Belmifer Canela,Promotor,Concursado,468.081.726-76, Canela,26,Sim
Anacleto Covilhã,Prefeito,Eleito,226.518.668-65, Covilhã,29,Sim
Aida Sabrosa,Vereador,Eleito,231.372.113-28, Sabrosa,50,Sim
Abel Toledo,Vereador,Eleito,663.428.756-26, Toledo,35,Sim
Adelaide Aragón,Vereador,Eleito,968.675.880-18, Aragón,28,Sim
Augusto Saloio,Juiz,Concursado,549.975.945-63, Saloio,28,Sim
Bernardina Saloio,Promotor,Concursado,568.657.094-97, Saloio,28,Sim
Arnaldo Horta,Juiz,Concursado,952.508.269-54, Horta,22,Sim
Boaventura Páez,Promotor,Concursado,607.623.342-74, Páez,31,Sim
Antónia Moraes,Juiz,Concursado,878.744.087-30, Moraes,13,Sim
Adão Tabares,Vereador,Eleito,828.142.448-68, Tabares,52,Sim
Artur Rodríguez,Juiz,Concursado,994.173.639-13, Rodríguez,53,Sim
Adriana Vega,Vereador,Eleito,153.193.674-14, Vega,52,Sim
Anhangüera Guimarães,Prefeito,Eleito,578.348.915-88, Guimarães,41,Sim
Adelino Mena,Vereador,Eleito,051.590.162-87, Mena,13,Sim
Ana França,Prefeito,Eleito,011.346.930-60, França,52,Sim
Belmira França,Promotor,Concursado,178.582.357-45, França,52,Sim
Anna Ramires,Juiz,Concursado,867.643.030-61, Ramires,26,Sim
Abigail Mangueira,Vereador,Eleito,353.001.155-09, Mangueira,29,Sim
Carla Morales,Promotor,Concursado,361.174.450-67, Morales,27,Sim
Brás Butantã,Promotor,Concursado,825.964.772-97, Butantã,27,Sim
Almerinda Quinteiro,Prefeito,Eleito,073.268.429-30, Quinteiro,35,Sim
Aniana Caldas,Prefeito,Eleito,961.030.239-47, Caldas,24,Sim
Bernardete Siqueira,Promotor,Concursado,002.678.301-06, Siqueira,15,Sim
Alexandra Sesimbra,Prefeito,Eleito,366.076.208-33, Sesimbra,12,Sim
Belmira Motta,Promotor,Concursado,027.015.469-82, Motta,51,Sim
Almor Cavalheiro,Prefeito,Eleito,993.369.131-74, Cavalheiro,53,Sim
Almor Galván,Prefeito,Eleito,592.324.580-98, Galván,52,Sim
Camilo Valiente,Promotor,Concursado,471.754.539-73, Valiente,42,Sim
Antônia Magalhães,Juiz,Concursado,583.059.516-85, Magalhães,35,Sim
Barnabé Negrão,Juiz,Concursado,536.758.390-36, Negrão,12,Sim
Bernardo Sá,Promotor,Concursado,424.886.616-19, Sá,29,Sim
Bernardo Valido,Promotor,Concursado,320.554.438-28, Valido,23,Sim
Caio Coitinho,Promotor,Concursado,452.350.920-40, Coitinho,31,Sim
Adalberto Camilo,Vereador,Eleito,490.366.722-79, Camilo,26,Sim
Arnaldo Reino,Juiz,Concursado,791.501.469-20, Reino,11,Sim
Alice Calheiros,Prefeito,Eleito,882.208.154-42, Calheiros,21,Sim
Anna Eiró,Prefeito,Eleito,312.912.404-70, Eiró,31,Sim
Aida Veiga,Vereador,Eleito,776.542.238-38, Veiga,15,Sim
Asi Avelar,Juiz,Concursado,547.128.474-76, Avelar,31,Sim
Angélica Ferrão,Prefeito,Eleito,223.227.217-60, Ferrão,24,Sim
Arminda Ferrão,Juiz,Concursado,544.520.303-43, Ferrão,24,Sim
Adélia Dourado,Vereador,Eleito,588.224.290-87, Dourado,50,Sim
André Resende,Prefeito,Eleito,212.558.750-54, Resende,26,Sim
Adosindo Hurtado,Vereador,Eleito,052.287.026-01, Hurtado,11,Sim
Asi Castelo Branco,Juiz,Concursado,026.521.310-01, Branco,41,Sim
Abigail Coito,Vereador,Eleito,741.654.352-52, Coito,27,Sim
Anita Paião,Prefeito,Eleito,488.567.979-68, Paião,13,Sim
Aires Nieves,Vereador,Eleito,696.373.486-03, Nieves,35,Sim
Aguinaldo Paula,Vereador,Eleito,548.970.459-40, Paula,28,Sim
Apoena Almada,Juiz,Concursado,662.730.330-21, Almada,21,Sim
Arcidres Alvarenga,Juiz,Concursado,124.456.017-03, Alvarenga,51,Sim
Aguinaldo Pasos,Vereador,Eleito,956.794.285-47, Pasos,35,Sim
Alexandra Brum,Vereador,Eleito,644.285.464-75, Brum,24,Sim
Amílcar Cairu,Prefeito,Eleito,466.371.924-49, Cairu,12,Sim
Alberta Nieves,Vereador,Eleito,139.379.535-82, Nieves,16,Sim
Balduíno Nieves,Juiz,Concursado,057.106.922-39, Nieves,16,Sim
Aníbal Pitanga,Juiz,Concursado,892.444.602-97, Pitanga,29,Sim
Carmem Pitanga,Promotor,Concursado,589.054.240-07, Pitanga,29,Sim
Anabela Teles,Prefeito,Eleito,104.939.225-63, Teles,12,Sim
Alvito Cordero,Prefeito,Eleito,972.190.944-00, Cordero,53,Sim
Alípio Naves,Prefeito,Eleito,867.013.909-00, Naves,21,Sim
Antônia Lessa,Juiz,Concursado,253.149.648-30, Lessa,42,Sim
Anabela Pardo,Prefeito,Eleito,336.414.069-35, Pardo,41,Sim
Alberto Quadros,Vereador,Eleito,040.989.388-98, Quadros,31,Sim
Antônio Ramires,Juiz,Concursado,797.499.411-87, Ramires,22,Sim
Amélia Brandão,Prefeito,Eleito,447.128.274-32, Brandão,14,Sim
Amanda Ramallo,Prefeito,Eleito,374.473.511-72, Ramallo,28,Sim
Armanda Ribas,Juiz,Concursado,816.504.075-80, Ribas,12,Sim
Abílio Ulloa,Vereador,Eleito,051.647.876-10, Ulloa,16,Sim
Carmem Cesário,Promotor,Concursado,681.012.982-07, Cesário,42,Sim
Bráulio Carvalhaes,Promotor,Concursado,678.203.551-07, Carvalhaes,15,Sim
Abraão Moreno,Vereador,Eleito,260.610.375-03, Moreno,25,Sim
Branca Simón,Promotor,Concursado,554.869.986-51, Simón,13,Sim
Antônio Becerril,Juiz,Concursado,495.520.322-10, Becerril,32,Sim
Arnaldo Lacerda,Juiz,Concursado,788.478.155-76, Lacerda,24,Sim
Bibiana Bernardes,Promotor,Concursado,876.868.049-09, Bernardes,52,Sim
Afonso Lisboa,Vereador,Eleito,852.803.229-97, Lisboa,28,Sim
Anacleto Lages,Prefeito,Eleito,493.153.065-62, Lages,32,Sim
Antônia Camacho,Juiz,Concursado,228.789.242-74, Camacho,22,Sim
Amélia Barros,Prefeito,Eleito,886.074.818-60, Barros,11,Sim
Bartolomeu Patrício,Promotor,Concursado,358.030.941-29, Patrício,29,Sim
Adão Durão,Vereador,Eleito,273.998.466-93, Durão,28,Sim
Alberta Durão,Vereador,Eleito,714.568.142-06, Durão,28,Sim
Berengário Figueiredo,Promotor,Concursado,091.725.236-54, Figueiredo,41,Sim
Aníbal Mainha,Juiz,Concursado,156.620.480-10, Mainha,16,Sim
Bernardo Camelo,Promotor,Concursado,841.825.669-98, Camelo,14,Sim
Carmem Covelhã,Promotor,Concursado,198.299.288-37, Covelhã,35,Sim
Carla Pardo,Promotor,Concursado,607.191.547-31, Pardo,13,Sim
Alzira Barretto,Prefeito,Eleito,120.038.953-02, Barretto,41,Sim
Bernardina Barretto,Promotor,Concursado,947.781.565-95, Barretto,41,Sim
Angelina Gómez,Prefeito,Eleito,079.938.699-51, Gómez,11,Sim
Angélica Sousa do Prado,Prefeito,Eleito,821.339.673-11, Prado,12,Sim
Abraão Mourato,Vereador,Eleito,701.723.139-29, Mourato,41,Sim
Antão Vilar,Juiz,Concursado,123.205.195-05, Vilar,24,Sim
Beatriz Chagas,Promotor,Concursado,447.723.104-01, Chagas,42,Sim
Caio Ferrão,Promotor,Concursado,356.604.181-55, Ferrão,25,Sim
Aníbal Barcelos,Juiz,Concursado,416.901.702-12, Barcelos,14,Sim
Carmem Barcelos,Promotor,Concursado,997.946.840-82, Barcelos,14,Sim
Andreia Medina,Prefeito,Eleito,172.120.479-29, Medina,24,Sim
Bartira Velasco,Promotor,Concursado,439.435.393-93, Velasco,14,Sim
Amadeu Jordão,Prefeito,Eleito,920.651.656-69, Jordão,41,Sim
Caio Jordão,Promotor,Concursado,390.181.168-07, Jordão,41,Sim
Alarico Girã,Vereador,Eleito,369.876.257-94, Girã,31,Sim
Carmem Foquiço,Promotor,Concursado,654.612.622-28, Foquiço,28,Sim
Bernardina Zagalo,Promotor,Concursado,717.957.431-74, Zagalo,16,Sim
Alda Carneiro,Vereador,Eleito,107.532.874-80, Carneiro,41,Sim
Apuã Acatauaçu,Juiz,Concursado,887.076.821-07, Acatauaçu,35,Sim
Aleixo Canto,Vereador,Eleito,394.159.776-04, Canto,13,Sim
Brígida Canto,Promotor,Concursado,253.618.537-04, Canto,13,Sim
Caio Pinho,Promotor,Concursado,950.891.864-05, Pinho,22,Sim
Barnabé Garrau,Juiz,Concursado,887.693.472-39, Garrau,28,Sim
Barnabé Silvestre,Juiz,Concursado,782.925.315-30, Silvestre,29,Sim
Benedito Barbosa,Promotor,Concursado,176.819.792-04, Barbosa,53,Sim
Aldo Caldeira,Vereador,Eleito,879.009.397-68, Caldeira,21,Sim
Abel Sobral,Vereador,Eleito,678.981.139-77, Sobral,42,Sim
Benedita Baião,Promotor,Concursado,678.020.151-03, Baião,28,Sim
Brenda Mourato,Promotor,Concursado,120.026.166-63, Mourato,28,Sim
Anselmo Pinho,Juiz,Concursado,150.942.179-33, Pinho,32,Sim
Berengário Barros,Promotor,Concursado,644.852.126-70, Barros,42,Sim
Blasco Casado,Promotor,Concursado,239.395.533-01, Casado,28,Sim
Afonso Queirós,Vereador,Eleito,079.613.105-84, Queirós,12,Sim
Bruna Larangeira,Promotor,Concursado,340.237.551-68, Larangeira,31,Sim
Bruno Bicalho,Promotor,Concursado,960.828.316-75, Bicalho,22,Sim
Bárbara Butantã,Promotor,Concursado,913.339.444-03, Butantã,13,Sim
Carlos Dourado,Promotor,Concursado,764.052.843-79, Dourado,23,Sim
Anabela Almeyda,Prefeito,Eleito,163.815.573-97, Almeyda,22,Sim
Anacleto Pastana,Prefeito,Eleito,288.559.858-17, Pastana,21,Sim
